brand,category,age,condition,usage_hours,original_price,resale_price
HotWheels,Kids,5,Fair,7300,19362,1936
N/A,Services,2,Good,2920,15054,4025
N/A,Books,1,Good,1460,4237,1685
N/A,Books,2,Good,2920,15591,3716
Mahindra,Cars,5,Like New,7300,844732,329158
Wilson,Sports,4,Like New,5840,7153,742
Bajaj,Bikes,6,Fair,8760,54398,9525
Samsung,Electronics,6,Like New,8760,26064,6093
HP,Electronics,4,New,5840,182394,77110
N/A,Houses & Apartments,9,Like New,13140,5305,530
Generic,Other,5,Like New,7300,18114,1811
Generic,Other,3,Poor,4380,6663,666
Levis,Fashion,1,Good,1460,18740,7756
Nike,Fashion,3,Good,4380,2411,330
Adidas,Fashion,5,Poor,7300,16300,1630
N/A,Houses & Apartments,2,Good,2920,4951,1122
IKEA,Furniture,8,Good,11680,27720,2772
Godrej,Furniture,1,Good,1460,7784,4156
Vivo,Mobiles,2,Fair,2920,13490,3538
Nike,Fashion,7,Poor,10220,2516,251
LG,Electronics,10,Like New,14600,73667,7366
N/A,Books,10,Poor,14600,15106,1510
Apple,Mobiles,7,Like New,10220,65692,8111
Sony,Electronics,2,Good,2920,37625,17004
N/A,Books,0,Poor,0,13063,4219
Local,Furniture,4,Good,5840,11591,1925
Puma,Fashion,4,Poor,5840,17510,1751
N/A,Houses & Apartments,4,Good,5840,15785,1578
N/A,Houses & Apartments,9,Like New,13140,17757,1775
Generic,Other,5,Poor,7300,8837,883
Lego,Kids,4,Good,5840,19232,1923
Wilson,Sports,9,Good,13140,13669,1366
Google,Mobiles,9,Good,13140,15608,1560
Nike,Fashion,9,Good,13140,17308,1730
N/A,Services,2,Fair,2920,3745,654
Apple,Electronics,10,Good,14600,62180,6218
Generic,Other,8,Like New,11680,2694,269
Toyota,Cars,1,Good,1460,1066073,605482
Google,Mobiles,6,Good,8760,79660,9797
Nivia,Sports,0,Like New,0,15208,13431
N/A,Services,3,Fair,4380,11199,1191
N/A,Books,8,Like New,11680,17412,1741
Nivia,Sports,7,Good,10220,6033,603
Bajaj,Bikes,3,Like New,4380,144644,77042
N/A,Houses & Apartments,9,Fair,13140,17640,1764
Decathlon,Sports,4,Fair,5840,8185,818
IKEA,Furniture,2,Good,2920,43716,15509
Decathlon,Sports,10,Fair,14600,2640,264
N/A,Houses & Apartments,4,Like New,5840,14968,1532
Generic,Other,0,New,0,5772,5510
Lego,Kids,3,Good,4380,7691,1165
Barbie,Kids,6,Like New,8760,14174,1417
Realme,Mobiles,0,Good,0,92199,69976
Hero,Bikes,9,Fair,13140,265805,28381
Vivo,Mobiles,7,Poor,10220,122902,12290
Local,Furniture,7,Like New,10220,48201,4820
Yamaha,Bikes,2,Fair,2920,288986,99676
Wilson,Sports,6,Good,8760,14904,1490
N/A,Houses & Apartments,2,Good,2920,18517,4906
N/A,Houses & Apartments,4,Good,5840,19667,1966
N/A,Services,10,Good,14600,8161,816
OnePlus,Mobiles,6,Good,8760,32086,4049
Samsung,Mobiles,8,Like New,11680,83535,8353
Toyota,Cars,1,Like New,1460,1300597,950022
Honda,Bikes,3,Good,4380,285461,127099
Local,Furniture,6,Good,8760,15666,1566
Yonex,Sports,3,Good,4380,14272,1982
Toyota,Cars,8,Like New,11680,1095103,255697
N/A,Books,9,Fair,13140,19841,1984
N/A,Books,1,New,1460,5493,3344
Zara,Fashion,5,Fair,7300,13539,1353
Adidas,Fashion,9,Good,13140,7961,796
Godrej,Furniture,0,Good,0,46226,31285
Nothing,Mobiles,4,Good,5840,116968,23806
Toyota,Cars,10,Good,14600,1734831,241240
Google,Mobiles,3,Poor,4380,71277,9816
OnePlus,Mobiles,3,Good,4380,27451,7879
Urban Ladder,Furniture,6,New,8760,34269,4105
N/A,Houses & Apartments,9,Good,13140,19002,1900
N/A,Books,2,Like New,2920,10739,3177
N/A,Books,10,New,14600,2395,239
IKEA,Furniture,3,New,4380,43264,15332
Nivia,Sports,9,Like New,13140,18639,1863
IKEA,Furniture,7,Like New,10220,12199,1219
HotWheels,Kids,1,Like New,1460,18378,9479
H&M,Fashion,10,Good,14600,9845,984
N/A,Services,4,Good,5840,13843,1384
Sony,Electronics,1,Good,1460,164533,100951
Local,Furniture,10,Good,14600,5949,594
Mahindra,Cars,2,Like New,2920,1763841,1156562
Toyota,Cars,4,Good,5840,1353695,540072
Wilson,Sports,9,Like New,13140,4010,401
Nilkamal,Furniture,10,Fair,14600,19394,1939
N/A,Houses & Apartments,1,Good,1460,3776,1617
Lego,Kids,7,Fair,10220,17377,1737
Yonex,Sports,4,New,5840,1985,265
Kia,Cars,8,Good,11680,1247390,259749
N/A,Houses & Apartments,9,Good,13140,17729,1772
Toyota,Cars,8,Good,11680,1921526,392101
Lego,Kids,10,Fair,14600,13548,1354
N/A,Houses & Apartments,3,Poor,4380,10187,1018
Godrej,Furniture,0,Poor,0,27585,8256
Samsung,Electronics,5,Good,7300,65578,15951
N/A,Houses & Apartments,4,Fair,5840,13903,1390
Nilkamal,Furniture,9,Good,13140,49820,4982
N/A,Books,0,Like New,0,2008,1811
Nivia,Sports,1,Like New,1460,4531,2184
N/A,Services,2,Good,2920,10394,2701
Nike,Fashion,8,Like New,11680,5318,531
N/A,Services,7,Good,10220,14644,1464
Generic,Other,5,Fair,7300,2354,235
N/A,Services,1,Good,1460,1698,714
Vivo,Mobiles,6,Fair,8760,125413,12541
Sony,Electronics,6,Fair,8760,145739,18874
Kia,Cars,2,Fair,2920,1488320,537075
Yonex,Sports,9,Like New,13140,17413,1741
Generic,Other,7,Fair,10220,4842,484
Apple,Mobiles,4,Like New,5840,51193,14651
Toyota,Cars,5,Like New,7300,1324711,499479
N/A,Services,0,Fair,0,16469,8717
Nivia,Sports,10,Good,14600,8079,807
Kia,Cars,4,Like New,5840,512520,236814
Asus,Electronics,2,Poor,2920,93849,19209
Nivia,Sports,2,Like New,2920,14143,4253
N/A,Books,2,Good,2920,1392,325
N/A,Books,5,Fair,7300,13000,1300
N/A,Services,0,Good,0,19683,13520
Nivia,Sports,2,Like New,2920,19132,6035
Realme,Mobiles,8,Fair,11680,32406,3240
Generic,Other,4,Good,5840,12255,1225
Xiaomi,Mobiles,3,Good,4380,33506,10554
Redmi,Mobiles,1,Fair,1460,10067,3715
Generic,Other,8,Like New,11680,6300,630
Urban Ladder,Furniture,10,Poor,14600,48793,4879
Bajaj,Bikes,6,Good,8760,108624,30778
N/A,Services,3,Good,4380,1038,158
N/A,Services,5,Like New,7300,18235,1823
Levis,Fashion,8,Good,11680,11990,1199
N/A,Books,0,Like New,0,7058,5949
Hyundai,Cars,3,Good,4380,736187,295243
Local,Furniture,0,Good,0,29758,19986
Generic,Other,10,Fair,14600,15000,1500
Tata,Cars,9,Good,13140,1028591,158249
N/A,Services,5,Fair,7300,13549,1354
Nothing,Mobiles,6,Good,8760,97445,12827
Sony,Electronics,8,Good,11680,168811,18847
N/A,Houses & Apartments,2,New,2920,3632,1142
N/A,Books,1,Like New,1460,11125,5414
Samsung,Mobiles,8,Good,11680,48500,4850
Local,Furniture,9,Fair,13140,8510,851
N/A,Houses & Apartments,0,Like New,0,7317,6746
Generic,Other,3,Fair,4380,10058,1041
Nike,Fashion,6,Good,8760,5635,563
Redmi,Mobiles,6,Fair,8760,27974,2797
Sony,Electronics,7,New,10220,198098,43206
N/A,Houses & Apartments,3,Good,4380,15874,2199
Dell,Electronics,3,Good,4380,123985,46426
N/A,Houses & Apartments,9,Like New,13140,3623,362
Xiaomi,Mobiles,9,Like New,13140,146808,14680
Lego,Kids,7,Good,10220,11735,1173
Levis,Fashion,4,Good,5840,8618,861
N/A,Houses & Apartments,8,Good,11680,18542,1854
N/A,Services,1,Fair,1460,18971,5796
Yonex,Sports,7,Fair,10220,13847,1384
Samsung,Electronics,10,Good,14600,112426,11242
Apple,Electronics,10,Fair,14600,92121,9212
Toyota,Cars,5,Like New,7300,400326,164495
N/A,Houses & Apartments,9,Fair,13140,8028,802
Nilkamal,Furniture,5,Good,7300,24574,2612
HP,Electronics,5,Good,7300,51724,13020
TVs,Bikes,3,New,4380,293301,184376
Sony,Electronics,7,Good,10220,79935,12397
Barbie,Kids,7,Fair,10220,16500,1650
Honda,Cars,5,Like New,7300,1880000,724369
Kia,Cars,10,Poor,14600,1940370,194037
Kia,Cars,0,Good,0,1777825,1364569
Generic,Other,7,Good,10220,5860,586
Tata,Cars,8,Poor,11680,1074773,107477
Generic,Other,1,Like New,1460,11866,5478
OnePlus,Mobiles,5,Fair,7300,73392,8806
Puma,Fashion,10,Poor,14600,3812,381
Yonex,Sports,8,Like New,11680,17563,1756
N/A,Books,1,Fair,1460,5696,1769
N/A,Houses & Apartments,6,Fair,8760,15358,1535
N/A,Services,9,Good,13140,12324,1232
Honda,Bikes,2,Good,2920,103417,51943
Lego,Kids,2,Good,2920,6564,1621
Royal Enfield,Bikes,7,Good,10220,275061,64842
Generic,Other,10,New,14600,15530,1553
N/A,Books,6,Good,8760,8787,878
N/A,Services,2,Good,2920,18737,4702
TVs,Bikes,1,Good,1460,66160,42770
Wilson,Sports,7,Like New,10220,6290,629
Royal Enfield,Bikes,4,Fair,5840,83419,23939
N/A,Services,9,Like New,13140,6032,603
Nothing,Mobiles,9,New,13140,146619,14661
Puma,Fashion,10,Poor,14600,9508,950
Bajaj,Bikes,4,Good,5840,67847,25568
Generic,Other,5,Fair,7300,9445,944
Vivo,Mobiles,7,Good,10220,64348,6434
N/A,Books,6,Fair,8760,7379,737
Wilson,Sports,10,Good,14600,1664,166
Mahindra,Cars,6,Poor,8760,713363,74556
Royal Enfield,Bikes,7,Like New,10220,128812,32899
Barbie,Kids,2,New,2920,11432,3647
Bajaj,Bikes,1,Good,1460,191694,103071
Wilson,Sports,4,Poor,5840,8543,854
Oppo,Mobiles,7,Fair,10220,76978,7697
N/A,Services,1,Good,1460,16912,7082
N/A,Houses & Apartments,4,Good,5840,4912,491
Redmi,Mobiles,9,New,13140,18537,1853
Toyota,Cars,1,Fair,1460,938571,364141
Wilson,Sports,9,Good,13140,7296,729
FisherPrice,Kids,7,Good,10220,8470,847
N/A,Services,1,Good,1460,3291,1340
Adidas,Fashion,10,Good,14600,16575,1657
Yonex,Sports,5,New,7300,5534,553
Acer,Electronics,6,Like New,8760,185308,42850
Yamaha,Bikes,1,Good,1460,192831,116248
Hero,Bikes,5,Good,7300,138955,39754
Sony,Electronics,8,Good,11680,178315,21595
Wilson,Sports,8,New,11680,14050,1405
N/A,Books,5,Good,7300,10603,1060
Hero,Bikes,2,Good,2920,186772,99160
Dell,Electronics,8,New,11680,102321,17809
N/A,Houses & Apartments,0,Like New,0,2959,2750
Decathlon,Sports,6,Good,8760,2283,228
Generic,Other,1,Poor,1460,1427,281
N/A,Houses & Apartments,6,New,8760,13819,1381
Generic,Other,1,Like New,1460,14356,6656
Generic,Other,0,Good,0,11133,7402
HP,Electronics,0,Good,0,26789,17417
N/A,Services,8,Like New,11680,8804,880
Urban Ladder,Furniture,8,Like New,11680,23233,2323
Wilson,Sports,8,Good,11680,14813,1481
N/A,Services,10,Fair,14600,7267,726
Nothing,Mobiles,1,Fair,1460,12138,4197
IKEA,Furniture,6,Good,8760,11515,1151
N/A,Services,1,Like New,1460,19857,11118
Decathlon,Sports,7,Good,10220,13998,1399
N/A,Houses & Apartments,0,Good,0,15172,10337
N/A,Houses & Apartments,6,Fair,8760,15323,1532
Bajaj,Bikes,7,Fair,10220,143848,24997
Yamaha,Bikes,10,Good,14600,222489,31644
Lego,Kids,4,Good,5840,1827,182
Puma,Fashion,2,Fair,2920,10412,1715
Nike,Fashion,0,New,0,16510,14214
Nivia,Sports,6,New,8760,16513,1651
Generic,Other,4,Like New,5840,18506,2012
Adidas,Fashion,8,Fair,11680,18169,1816
Yamaha,Bikes,7,Like New,10220,177857,44184
Generic,Other,10,Like New,14600,3398,339
Yonex,Sports,3,Like New,4380,10694,2077
HP,Electronics,0,Fair,0,111132,50310
N/A,Books,4,Good,5840,3326,332
Apple,Mobiles,3,Good,4380,111143,31514
TVs,Bikes,4,Poor,5840,236207,39922
Apple,Electronics,2,Fair,2920,179129,55744
N/A,Books,3,Good,4380,12366,1762
Toyota,Cars,5,Good,7300,628674,193379
Puma,Fashion,2,Like New,2920,11610,3584
Local,Furniture,3,Good,4380,33876,8539
Local,Furniture,1,Like New,1460,13545,8389
Yonex,Sports,6,Good,8760,6484,648
N/A,Books,9,Fair,13140,6897,689
N/A,Books,3,Good,4380,7118,978
Urban Ladder,Furniture,6,Like New,8760,7953,799
Hero,Bikes,0,Good,0,294109,190463
Lego,Kids,6,Good,8760,14557,1455
TVs,Bikes,3,Good,4380,289717,130274
N/A,Services,5,New,7300,12764,1276
Nilkamal,Furniture,7,Like New,10220,29526,2952
N/A,Services,4,Fair,5840,12368,1236
Honda,Bikes,9,Good,13140,230689,39491
Adidas,Fashion,7,Like New,10220,15360,1536
Acer,Electronics,10,Poor,14600,26519,2651
Barbie,Kids,4,Good,5840,4844,484
N/A,Houses & Apartments,1,Good,1460,7797,3363
N/A,Houses & Apartments,0,Like New,0,18597,14686
Asus,Electronics,7,Poor,10220,198346,19834
Mahindra,Cars,4,Good,5840,783048,260326
Royal Enfield,Bikes,8,Good,11680,175423,32967
Godrej,Furniture,9,Good,13140,39490,3949
Urban Ladder,Furniture,8,Good,11680,9144,914
N/A,Books,0,Good,0,8282,6274
H&M,Fashion,9,Good,13140,6365,636
Zara,Fashion,7,Good,10220,9340,934
Hero,Bikes,3,Good,4380,168276,72820
Zara,Fashion,2,New,2920,4934,1711
N/A,Services,3,Like New,4380,12612,2503
N/A,Books,9,New,13140,1281,128
N/A,Services,8,Like New,11680,19229,1922
FisherPrice,Kids,2,Like New,2920,16571,5079
FisherPrice,Kids,0,Like New,0,5693,4926
Nothing,Mobiles,1,New,1460,143023,95255
Yonex,Sports,2,Fair,2920,18779,3530
Tata,Cars,1,Poor,1460,1690762,445291
Godrej,Furniture,8,Good,11680,32220,3222
N/A,Houses & Apartments,7,Fair,10220,8496,849
Yamaha,Bikes,3,Fair,4380,203761,59515
Lego,Kids,9,Poor,13140,19895,1989
Lenovo,Electronics,5,Poor,7300,71955,7195
N/A,Books,7,Good,10220,10651,1065
N/A,Books,3,Poor,4380,10106,1010
N/A,Houses & Apartments,1,Good,1460,5538,2357
Decathlon,Sports,1,Like New,1460,14666,7002
N/A,Services,5,Fair,7300,6275,627
N/A,Books,4,Good,5840,4183,418
Levis,Fashion,0,Good,0,2024,1529
Bajaj,Bikes,0,Fair,0,87662,43519
Royal Enfield,Bikes,8,Like New,11680,76787,17789
N/A,Books,2,Good,2920,14842,3676
Zara,Fashion,4,Fair,5840,15599,1559
Lenovo,Electronics,6,Poor,8760,179439,17943
Lenovo,Electronics,2,Good,2920,54705,26219
Generic,Other,0,Like New,0,7049,5556
N/A,Books,9,Good,13140,10380,1038
Generic,Other,7,New,10220,15975,1597
Nilkamal,Furniture,7,Good,10220,39480,3948
Dell,Electronics,0,Like New,0,181814,147451
Urban Ladder,Furniture,6,Good,8760,10774,1077
N/A,Houses & Apartments,6,Good,8760,13258,1325
Hyundai,Cars,10,Fair,14600,1825596,197545
Wilson,Sports,1,Poor,1460,2045,356
N/A,Houses & Apartments,3,Good,4380,10737,1462
Lego,Kids,3,Good,4380,17161,2511
Lenovo,Electronics,1,Like New,1460,50466,33278
Godrej,Furniture,5,Fair,7300,37529,3752
Urban Ladder,Furniture,8,Good,11680,45023,4502
Apple,Mobiles,6,Fair,8760,118373,11837
N/A,Services,10,Like New,14600,7943,794
Oppo,Mobiles,6,Good,8760,80724,9207
OnePlus,Mobiles,3,Poor,4380,35785,4213
Samsung,Mobiles,8,Poor,11680,70827,7082
Generic,Other,2,New,2920,18858,6681
Puma,Fashion,7,Poor,10220,1081,108
IKEA,Furniture,6,Fair,8760,29866,2986
Barbie,Kids,9,Good,13140,8770,877
Levis,Fashion,2,Fair,2920,2633,516
N/A,Books,10,Good,14600,10560,1056
N/A,Houses & Apartments,10,Fair,14600,18090,1809
H&M,Fashion,8,Poor,11680,15502,1550
Zara,Fashion,3,Like New,4380,8606,1465
N/A,Books,10,Poor,14600,14447,1444
N/A,Books,8,Fair,11680,5388,538
Godrej,Furniture,10,Fair,14600,41025,4102
Lego,Kids,7,Poor,10220,8040,804
N/A,Services,0,Fair,0,12771,6004
Hyundai,Cars,7,Fair,10220,1166650,184423
N/A,Houses & Apartments,9,Like New,13140,7454,745
FisherPrice,Kids,5,Like New,7300,12310,1231
Tata,Cars,3,Fair,4380,1002421,302006
N/A,Houses & Apartments,8,Good,11680,12249,1224
Yonex,Sports,3,Like New,4380,10929,2007
Levis,Fashion,2,Good,2920,16086,3737
Decathlon,Sports,9,New,13140,10984,1098
Lego,Kids,3,Fair,4380,1674,188
N/A,Houses & Apartments,1,Poor,1460,14150,2621
HotWheels,Kids,10,New,14600,5324,532
IKEA,Furniture,10,Like New,14600,10276,1027
Nivia,Sports,1,Good,1460,15213,6919
Honda,Bikes,0,Good,0,169239,116466
Lego,Kids,0,Good,0,3471,2443
Apple,Electronics,7,Good,10220,163575,26086
Bajaj,Bikes,7,Good,10220,178998,40555
HotWheels,Kids,10,Good,14600,12612,1261
Yamaha,Bikes,0,Like New,0,224282,184671
N/A,Services,0,Good,0,14209,9282
Samsung,Electronics,7,Fair,10220,167966,19316
N/A,Books,4,Good,5840,6469,646
N/A,Houses & Apartments,5,Good,7300,5728,572
Wilson,Sports,1,Good,1460,11542,4668
Nilkamal,Furniture,7,Good,10220,17244,1724
Local,Furniture,4,New,5840,25919,5587
N/A,Services,3,Like New,4380,6822,1219
Adidas,Fashion,9,Fair,13140,13963,1396
TVs,Bikes,9,Good,13140,281603,45618
H&M,Fashion,1,Good,1460,6543,2904
N/A,Houses & Apartments,0,Fair,0,4733,2467
Generic,Other,10,Good,14600,2559,255
Xiaomi,Mobiles,3,Like New,4380,145703,47762
Lego,Kids,3,Fair,4380,8991,1028
FisherPrice,Kids,0,Fair,0,16849,8108
Local,Furniture,3,Good,4380,42808,10412
IKEA,Furniture,4,Poor,5840,37398,3739
N/A,Books,1,New,1460,10061,5359
Google,Mobiles,0,New,0,43231,41110
HotWheels,Kids,10,Good,14600,4472,447
Apple,Electronics,1,New,1460,108666,85837
N/A,Houses & Apartments,7,Like New,10220,1591,159
N/A,Services,2,Fair,2920,15707,2747
Adidas,Fashion,5,Like New,7300,1760,176
Nilkamal,Furniture,9,New,13140,35639,3563
Yamaha,Bikes,2,Good,2920,220758,118051
Godrej,Furniture,10,Good,14600,22159,2215
Apple,Mobiles,0,Fair,0,80935,39874
Wilson,Sports,6,Good,8760,13318,1331
Toyota,Cars,1,Like New,1460,1673737,1139787
Generic,Other,10,Fair,14600,5929,592
Generic,Other,3,Poor,4380,11661,1166
HotWheels,Kids,5,Good,7300,10918,1091
Royal Enfield,Bikes,8,Good,11680,209276,40262
Hyundai,Cars,5,Poor,7300,345840,42313
HotWheels,Kids,9,Good,13140,2258,225
N/A,Services,10,Good,14600,6848,684
N/A,Services,7,Good,10220,4260,426
Levis,Fashion,4,Fair,5840,1678,167
OnePlus,Mobiles,10,Good,14600,130803,13080
Google,Mobiles,3,Good,4380,138743,42511
Apple,Mobiles,5,Good,7300,114957,19503
Maruti,Cars,1,Good,1460,439248,245432
Bajaj,Bikes,10,Good,14600,116207,14651
N/A,Houses & Apartments,3,Like New,4380,9130,1747
Hyundai,Cars,3,Like New,4380,1452933,761644
HotWheels,Kids,4,Like New,5840,11848,1354
Generic,Other,7,Good,10220,3138,313
Levis,Fashion,4,Fair,5840,16075,1607
Adidas,Fashion,2,Good,2920,4778,1177
Asus,Electronics,9,Good,13140,152587,15258
Generic,Other,6,Good,8760,12007,1200
Realme,Mobiles,1,Poor,1460,148974,36526
HotWheels,Kids,8,Like New,11680,16086,1608
Royal Enfield,Bikes,3,Poor,4380,288441,48245
Kia,Cars,4,Like New,5840,1212475,565669
Yamaha,Bikes,7,New,10220,73805,21183
Lego,Kids,8,Fair,11680,4205,420
N/A,Services,4,Good,5840,13170,1317
Google,Mobiles,6,Good,8760,142163,16518
Xiaomi,Mobiles,3,Good,4380,89891,25995
Nilkamal,Furniture,0,Good,0,37221,23585
IKEA,Furniture,2,Good,2920,40429,13967
Kia,Cars,4,Poor,5840,1551026,257888
Mahindra,Cars,2,Good,2920,397024,216031
Honda,Cars,2,Good,2920,1771483,826762
Generic,Other,3,Good,4380,1658,247
Godrej,Furniture,1,Poor,1460,8380,1878
Levis,Fashion,1,Good,1460,4463,1837
Oppo,Mobiles,5,Poor,7300,35661,3566
Godrej,Furniture,4,Poor,5840,47340,4734
N/A,Books,8,Good,11680,8469,846
Acer,Electronics,1,Good,1460,79659,43067
N/A,Services,3,Good,4380,7342,1004
N/A,Services,4,Like New,5840,10152,1111
Nothing,Mobiles,3,Poor,4380,27680,3808
N/A,Books,0,Good,0,3432,2517
N/A,Houses & Apartments,4,Poor,5840,11405,1140
Google,Mobiles,7,Good,10220,126759,12675
Lenovo,Electronics,2,Good,2920,188488,84304
Local,Furniture,4,Good,5840,7202,1301
Maruti,Cars,8,Like New,11680,1178389,283692
Apple,Electronics,9,Like New,13140,160726,20111
N/A,Houses & Apartments,4,Good,5840,3806,380
N/A,Services,4,Fair,5840,8992,899
N/A,Services,7,Good,10220,4675,467
N/A,Houses & Apartments,6,Good,8760,5312,531
LG,Electronics,10,Good,14600,182725,18272
Samsung,Mobiles,8,Fair,11680,47635,4763
Generic,Other,6,Good,8760,17741,1774
Godrej,Furniture,10,Like New,14600,22142,2214
N/A,Houses & Apartments,8,Good,11680,11399,1139
Nike,Fashion,8,Good,11680,12366,1236
Barbie,Kids,0,Poor,0,2891,828
N/A,Houses & Apartments,4,Fair,5840,18074,1807
Oppo,Mobiles,2,Good,2920,44572,18308
FisherPrice,Kids,10,Like New,14600,6603,660
Decathlon,Sports,7,Like New,10220,13348,1334
Zara,Fashion,3,Like New,4380,1319,238
N/A,Books,7,Like New,10220,8684,868
Barbie,Kids,7,Good,10220,19919,1991
Zara,Fashion,2,Fair,2920,3582,693
FisherPrice,Kids,9,Good,13140,5750,575
Royal Enfield,Bikes,6,Good,8760,97480,23587
N/A,Services,7,Like New,10220,17672,1767
Hyundai,Cars,0,Fair,0,1430733,771351
N/A,Books,10,Fair,14600,14714,1471
N/A,Services,7,Good,10220,14565,1456
Yonex,Sports,0,Good,0,7880,5355
Apple,Mobiles,8,Good,11680,73000,7300
N/A,Books,5,Good,7300,7080,708
TVs,Bikes,1,Fair,1460,241830,107542
Vivo,Mobiles,4,Like New,5840,38113,11079
Nilkamal,Furniture,3,Poor,4380,6155,623
Godrej,Furniture,6,Like New,8760,38881,4125
N/A,Books,10,Fair,14600,1882,188
Royal Enfield,Bikes,10,Good,14600,262008,37661
IKEA,Furniture,3,Good,4380,30663,7191
Levis,Fashion,2,Like New,2920,12863,4193
TVs,Bikes,3,Like New,4380,73985,40409
N/A,Books,4,Good,5840,18282,1828
Generic,Other,8,Like New,11680,14792,1479
Honda,Bikes,1,Fair,1460,260607,114451
Honda,Cars,0,Poor,0,1044470,304411
Local,Furniture,1,New,1460,29909,19852
Zara,Fashion,1,Good,1460,13411,5682
N/A,Services,5,Good,7300,13630,1363
Realme,Mobiles,3,Like New,4380,63053,20972
Lenovo,Electronics,3,Good,4380,51477,20146
Royal Enfield,Bikes,1,Fair,1460,171975,70097
Wilson,Sports,4,New,5840,4425,530
N/A,Books,2,Good,2920,8867,2182
OnePlus,Mobiles,5,Like New,7300,126103,25648
N/A,Houses & Apartments,4,Poor,5840,3033,303
Apple,Electronics,4,Fair,5840,173063,38010
Maruti,Cars,5,Good,7300,1455701,420028
HotWheels,Kids,7,Like New,10220,17155,1715
Wilson,Sports,1,Good,1460,9993,4597
Hero,Bikes,4,Good,5840,207013,75651
HotWheels,Kids,0,Like New,0,4020,3096
HP,Electronics,8,New,11680,34892,5472
Xiaomi,Mobiles,3,Like New,4380,126966,44863
Realme,Mobiles,5,Good,7300,131720,23267
N/A,Books,10,Like New,14600,14421,1442
N/A,Houses & Apartments,8,Good,11680,5785,578
HP,Electronics,4,Like New,5840,188044,65102
N/A,Services,4,Fair,5840,12971,1297
Godrej,Furniture,7,New,10220,8835,883
Lenovo,Electronics,4,Like New,5840,71951,26983
Nivia,Sports,9,Fair,13140,17953,1795
Generic,Other,8,Like New,11680,1313,131
Generic,Other,4,Fair,5840,10562,1056
Nivia,Sports,2,New,2920,6908,2389
Puma,Fashion,7,Like New,10220,7721,772
Tata,Cars,4,Like New,5840,438402,204593
LG,Electronics,7,New,10220,162608,33267
N/A,Houses & Apartments,10,Good,14600,18944,1894
N/A,Books,9,Poor,13140,13646,1364
H&M,Fashion,9,Fair,13140,14247,1424
FisherPrice,Kids,2,Good,2920,17560,4086
Dell,Electronics,2,Fair,2920,65877,21927
Nothing,Mobiles,1,Like New,1460,91377,61151
N/A,Services,10,Fair,14600,12658,1265
HotWheels,Kids,10,Good,14600,1379,137
Samsung,Electronics,1,Good,1460,112764,67418
N/A,Houses & Apartments,5,Good,7300,17230,1723
Yamaha,Bikes,2,Like New,2920,118292,72887
Nivia,Sports,7,Like New,10220,7501,750
FisherPrice,Kids,0,Good,0,14902,9637
Kia,Cars,2,Good,2920,1291213,704206
Zara,Fashion,0,New,0,11014,9748
Honda,Bikes,8,Like New,11680,160839,35203
Kia,Cars,4,Poor,5840,368530,53799
Generic,Other,8,New,11680,2770,277
Nilkamal,Furniture,2,Poor,2920,14071,1981
IKEA,Furniture,2,Good,2920,27089,9811
Yamaha,Bikes,5,Fair,7300,126257,27592
Bajaj,Bikes,7,Good,10220,287994,69949
Tata,Cars,2,Like New,2920,1552732,1018461
FisherPrice,Kids,1,Poor,1460,13285,2316
Puma,Fashion,5,Good,7300,6198,619
N/A,Books,2,Good,2920,9904,2597
Puma,Fashion,7,Like New,10220,14030,1403
Apple,Mobiles,10,New,14600,28360,2836
Samsung,Mobiles,5,Like New,7300,49162,9677
Levis,Fashion,1,Fair,1460,10863,3432
N/A,Houses & Apartments,5,Good,7300,16113,1611
Apple,Mobiles,5,Like New,7300,28271,6096
Decathlon,Sports,9,Fair,13140,12141,1214
Generic,Other,4,Good,5840,9714,971
Yamaha,Bikes,7,Good,10220,258077,60681
N/A,Houses & Apartments,10,New,14600,17602,1760
Toyota,Cars,9,New,13140,1135153,237420
Samsung,Mobiles,5,Fair,7300,127364,13832
Nike,Fashion,2,Like New,2920,9786,3027
Google,Mobiles,10,Fair,14600,21291,2129
Toyota,Cars,6,Good,8760,808409,228356
Honda,Cars,0,New,0,1832167,1727551
Royal Enfield,Bikes,0,Good,0,204804,135631
IKEA,Furniture,0,Good,0,9814,6879
N/A,Services,5,Poor,7300,13968,1396
Local,Furniture,8,Fair,11680,43014,4301
Google,Mobiles,9,Like New,13140,11456,1145
Vivo,Mobiles,9,Like New,13140,75615,7561
Puma,Fashion,4,Good,5840,12530,1253
Nivia,Sports,6,Like New,8760,10345,1034
Generic,Other,9,Like New,13140,4777,477
Sony,Electronics,0,Poor,0,187547,61089
Honda,Bikes,3,Fair,4380,253788,73095
Urban Ladder,Furniture,10,Good,14600,20484,2048
N/A,Books,2,Poor,2920,13097,1390
Godrej,Furniture,4,New,5840,15828,3447
Mahindra,Cars,3,Like New,4380,760947,360821
N/A,Services,0,Like New,0,11724,9575
Barbie,Kids,2,Good,2920,5967,1579
N/A,Houses & Apartments,7,Fair,10220,11447,1144
Generic,Other,7,Good,10220,18097,1809
Generic,Other,5,Like New,7300,9585,958
Hero,Bikes,10,Like New,14600,200915,30868
N/A,Houses & Apartments,5,Like New,7300,12788,1278
IKEA,Furniture,1,Fair,1460,9028,2895
Lego,Kids,4,Good,5840,2920,292
Generic,Other,3,Good,4380,6125,863
